severity,type,message,month,product,batch_no,finance_points,people_points,diff
WARN,empty_batch_points,9月 阿替洛尔片 批号20250907 工分为空,9,阿替洛尔片,20250907,,,
WARN,empty_batch_points,9月 甘草酸二铵胶囊 批号20250905 工分为空,9,甘草酸二铵胶囊,20250905,,,
WARN,empty_batch_points,9月 硝酸异山梨酯片 批号20250915 工分为空,9,硝酸异山梨酯片,20250915,,,
WARN,empty_batch_points,9月 硝酸异山梨酯片 批号20250916 工分为空,9,硝酸异山梨酯片,20250916,,,
WARN,empty_batch_points,9月 硝酸异山梨酯片 批号20250917 工分为空,9,硝酸异山梨酯片,20250917,,,
WARN,empty_batch_points,9月 别嘌醇片 批号20250927 工分为空,9,别嘌醇片,20250927,,,
WARN,empty_batch_points,10月 泮托拉唑钠肠溶片 批号20251011 工分为空,10,泮托拉唑钠肠溶片,20251011,,,
WARN,empty_batch_points,10月 泮托拉唑钠肠溶片 批号20251012 工分为空,10,泮托拉唑钠肠溶片,20251012,,,
WARN,empty_batch_points,10月 甘草酸二铵胶囊 批号20251010 工分为空,10,甘草酸二铵胶囊,20251010,,,
WARN,empty_batch_points,10月 甘草酸二铵胶囊 批号20251021 工分为空,10,甘草酸二铵胶囊,20251021,,,
WARN,empty_batch_points,10月 盐酸氧氟沙星胶囊 批号20251013 工分为空,10,盐酸氧氟沙星胶囊,20251013,,,
WARN,empty_batch_no,10月 盐酸氧氟沙星胶囊 存在空批号批次,10,盐酸氧氟沙星胶囊,,,,
WARN,empty_batch_points,10月 复方芦丁片 批号20251023 工分为空,10,复方芦丁片,20251023,,,
WARN,empty_batch_points,11月 甘草酸二铵胶囊 批号20251102 工分为空,11,甘草酸二铵胶囊,20251102,,,
WARN,empty_batch_no,11月 泮托拉唑钠肠溶片 存在空批号批次,11,泮托拉唑钠肠溶片,,,,
WARN,empty_batch_no,11月 泮托拉唑钠肠溶片 存在空批号批次,11,泮托拉唑钠肠溶片,,,,
WARN,empty_batch_no,11月 泮托拉唑钠肠溶片 存在空批号批次,11,泮托拉唑钠肠溶片,,,,
WARN,empty_batch_points,11月 泮托拉唑钠肠溶片 批号20251105 工分为空,11,泮托拉唑钠肠溶片,20251105,,,
WARN,empty_batch_points,11月 泮托拉唑钠肠溶片 批号20251107 工分为空,11,泮托拉唑钠肠溶片,20251107,,,
WARN,empty_batch_points,11月 盐酸氧氟沙星胶囊 批号20251120 工分为空,11,盐酸氧氟沙星胶囊,20251120,,,
WARN,empty_batch_no,11月 克拉霉素胶囊 存在空批号批次,11,克拉霉素胶囊,,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251109 工分为空,11,硝酸异山梨酯片,20251109,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251110 工分为空,11,硝酸异山梨酯片,20251110,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251111 工分为空,11,硝酸异山梨酯片,20251111,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251112 工分为空,11,硝酸异山梨酯片,20251112,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251113 工分为空,11,硝酸异山梨酯片,20251113,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251114 工分为空,11,硝酸异山梨酯片,20251114,,,
WARN,empty_batch_points,11月 硝酸异山梨酯片 批号20251115 工分为空,11,硝酸异山梨酯片,20251115,,,
WARN,empty_batch_points,11月 阿替洛尔片 批号20251120 工分为空,11,阿替洛尔片,20251120,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251202 工分为空,12,泮托拉唑钠肠溶片,20251202,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251203 工分为空,12,泮托拉唑钠肠溶片,20251203,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251204 工分为空,12,泮托拉唑钠肠溶片,20251204,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251205 工分为空,12,泮托拉唑钠肠溶片,20251205,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251218 工分为空,12,泮托拉唑钠肠溶片,20251218,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251220 工分为空,12,泮托拉唑钠肠溶片,20251220,,,
WARN,empty_batch_points,12月 泮托拉唑钠肠溶片 批号20251221 工分为空,12,泮托拉唑钠肠溶片,20251221,,,
WARN,empty_batch_no,12月 甘草酸二铵胶囊 存在空批号批次,12,甘草酸二铵胶囊,,,,
WARN,empty_batch_points,12月 复方芦丁片 批号20251207 工分为空,12,复方芦丁片,20251207,,,
WARN,empty_batch_no,12月 盐酸特拉唑嗪胶囊 存在空批号批次,12,盐酸特拉唑嗪胶囊,,,,
WARN,daily_sum_mismatch,4月 别嘌醇片 蔡焕然 每日工分求和 68.5 != 合计 57,4,别嘌醇片,,,,
WARN,daily_sum_mismatch,4月 别嘌醇片 闻宝云 每日工分求和 72 != 合计 60,4,别嘌醇片,,,,
WARN,daily_sum_mismatch,4月 别嘌醇片 蔡焕然 每日工分求和 22.5 != 合计 11,4,别嘌醇片,,,,
WARN,daily_sum_mismatch,4月 别嘌醇片 袁焕兰 每日工分求和 16.5 != 合计 5,4,别嘌醇片,,,,
WARN,daily_sum_mismatch,4月 别嘌醇片 闻宝云 每日工分求和 24 != 合计 12,4,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 刘元军 每日工分求和 72 != 合计 82,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 王红玲 每日工分求和 102 != 合计 117,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 宋金美 每日工分求和 102 != 合计 117,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 蔡焕然 每日工分求和 69.0 != 合计 68.5,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 陈春霞 每日工分求和 69.0 != 合计 80,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 周礼连 每日工分求和 50 != 合计 70,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 薛秀华 每日工分求和 264 != 合计 274,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 柏万娟 每日工分求和 120 != 合计 140,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 刘俊秀 每日工分求和 60 != 合计 80,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 于海花 每日工分求和 394 != 合计 424,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 李忠花 每日工分求和 132 != 合计 142,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 杨云霞 每日工分求和 108 != 合计 128,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 杨  容 每日工分求和 60 != 合计 80,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 孙芸芸 每日工分求和 108 != 合计 113,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 何海燕 每日工分求和 60 != 合计 80,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,5月 别嘌醇片 薛海苹 每日工分求和 63.0 != 合计 73,5,别嘌醇片,,,,
WARN,daily_sum_mismatch,7月 别嘌醇片 蔡焕然 每日工分求和 22.5 != 合计 11,7,别嘌醇片,,,,
WARN,daily_sum_mismatch,7月 别嘌醇片 闻宝云 每日工分求和 24 != 合计 12,7,别嘌醇片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 刘元军 每日工分求和 72 != 合计 82,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 王红玲 每日工分求和 105.0 != 合计 120,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 宋金美 每日工分求和 105.0 != 合计 120,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 蔡焕然 每日工分求和 69.0 != 合计 80,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 袁焕兰 每日工分求和 69.0 != 合计 80.5,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 马良云 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 周礼连 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 刘俊秀 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 李忠花 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 杨云霞 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 杨  容 每日工分求和 63.0 != 合计 68,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 薛海苹 每日工分求和 60 != 合计 70,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 阿替洛尔片 闻宝云 每日工分求和 72 != 合计 84,9,阿替洛尔片,,,,
WARN,daily_sum_mismatch,9月 螺内酯片 蔡焕然 每日工分求和 22.5 != 合计 11,9,螺内酯片,,,,
WARN,daily_sum_mismatch,9月 螺内酯片 袁焕兰 每日工分求和 16.5 != 合计 5,9,螺内酯片,,,,
WARN,daily_sum_mismatch,9月 螺内酯片 闻宝云 每日工分求和 24 != 合计 12,9,螺内酯片,,,,
WARN,daily_sum_mismatch,9月 别嘌醇片 蔡焕然 每日工分求和 45.0 != 合计 33.5,9,别嘌醇片,,,,
WARN,daily_sum_mismatch,9月 别嘌醇片 袁焕兰 每日工分求和 33.0 != 合计 21.5,9,别嘌醇片,,,,
WARN,daily_sum_mismatch,9月 别嘌醇片 闻宝云 每日工分求和 48 != 合计 36,9,别嘌醇片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 刘元军 每日工分求和 72 != 合计 92,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 王红玲 每日工分求和 180 != 合计 200,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 宋金美 每日工分求和 159.0 != 合计 179,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 蔡焕然 每日工分求和 69.0 != 合计 89,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 闻宝珍 每日工分求和 138 != 合计 148,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 袁焕兰 每日工分求和 138 != 合计 158,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 尹菊艳 每日工分求和 138 != 合计 148,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 薛秀华 每日工分求和 168 != 合计 178,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 柏万娟 每日工分求和 108 != 合计 118,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 李忠花 每日工分求和 150 != 合计 170,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 孙芸芸 每日工分求和 147.0 != 合计 157,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 何海燕 每日工分求和 147.0 != 合计 157,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 薛海苹 每日工分求和 63.0 != 合计 73.5,12,泮托拉唑钠肠溶片,,,,
WARN,daily_sum_mismatch,12月 泮托拉唑钠肠溶片 闻宝云 每日工分求和 72 != 合计 84,12,泮托拉唑钠肠溶片,,,,
WARN,batch_work_points_mismatch,1月 泮托拉唑钠肠溶片 批号20250103 财务工分 421 != 人员合计 732.0,1,泮托拉唑钠肠溶片,20250103,421,732.0,-311.0
WARN,batch_work_points_mismatch,1月 泮托拉唑钠肠溶片 批号20250111 财务工分 682.5 != 人员合计 1469,1,泮托拉唑钠肠溶片,20250111,682.5,1469,-786.5
WARN,batch_work_points_mismatch,1月 克拉霉素胶囊 批号20250110 财务工分 406.2 != 人员合计 503.7,1,克拉霉素胶囊,20250110,406.2,503.7,-97.5
WARN,batch_work_points_mismatch,1月 泮托拉唑钠肠溶片 批号20250112 财务工分 368 != 人员合计 1469,1,泮托拉唑钠肠溶片,20250112,368,1469,-1101
WARN,batch_work_points_mismatch,2月 泮托拉唑钠肠溶片 批号20250211 财务工分 450 != 人员合计 1297.0,2,泮托拉唑钠肠溶片,20250211,450,1297.0,-847.0
WARN,batch_work_points_mismatch,2月 泮托拉唑钠肠溶片 批号20250213 财务工分 381.5 != 人员合计 610.2,2,泮托拉唑钠肠溶片,20250213,381.5,610.2,-228.7
WARN,batch_work_points_mismatch,2月 泮托拉唑钠肠溶片 批号20250224 财务工分 696.5 != 人员合计 2929.5,2,泮托拉唑钠肠溶片,20250224,696.5,2929.5,-2233.0
WARN,batch_work_points_mismatch,2月 泮托拉唑钠肠溶片 批号20250225 财务工分 696.5 != 人员合计 2929.5,2,泮托拉唑钠肠溶片,20250225,696.5,2929.5,-2233.0
WARN,batch_work_points_mismatch,2月 泮托拉唑钠肠溶片 批号20250226 财务工分 836.5 != 人员合计 2929.5,2,泮托拉唑钠肠溶片,20250226,836.5,2929.5,-2093.0
WARN,batch_work_points_mismatch,3月 泮托拉唑钠肠溶片 批号20250309 财务工分 236.5 != 人员合计 526.9,3,泮托拉唑钠肠溶片,20250309,236.5,526.9,-290.4
WARN,batch_work_points_mismatch,4月 泮托拉唑钠肠溶片 批号20250402 财务工分 380.5 != 人员合计 610.7,4,泮托拉唑钠肠溶片,20250402,380.5,610.7,-230.2
WARN,batch_work_points_mismatch,5月 盐酸氧氟沙星胶囊 批号20250506 财务工分 87 != 人员合计 635.2,5,盐酸氧氟沙星胶囊,20250506,87,635.2,-548.2
WARN,batch_work_points_mismatch,5月 泮托拉唑钠肠溶片 批号20250510 财务工分 444 != 人员合计 885.5,5,泮托拉唑钠肠溶片,20250510,444,885.5,-441.5
WARN,batch_work_points_mismatch,5月 泮托拉唑钠肠溶片 批号20250512 财务工分 383.5 != 人员合计 620.2,5,泮托拉唑钠肠溶片,20250512,383.5,620.2,-236.7
WARN,batch_work_points_mismatch,5月 泮托拉唑钠肠溶片 批号20250525 财务工分 638 != 人员合计 1082.5,5,泮托拉唑钠肠溶片,20250525,638,1082.5,-444.5
WARN,batch_work_points_mismatch,5月 泮托拉唑钠肠溶片 批号20250526 财务工分 444.5 != 人员合计 1082.5,5,泮托拉唑钠肠溶片,20250526,444.5,1082.5,-638.0
WARN,batch_work_points_mismatch,6月 泮托拉唑钠肠溶片 批号20250605 财务工分 800.5 != 人员合计 1357.5,6,泮托拉唑钠肠溶片,20250605,800.5,1357.5,-557.0
WARN,batch_work_points_mismatch,6月 泮托拉唑钠肠溶片 批号20250606 财务工分 279.5 != 人员合计 576.0,6,泮托拉唑钠肠溶片,20250606,279.5,576.0,-296.5
WARN,batch_work_points_mismatch,6月 盐酸氧氟沙星胶囊 批号20250613 财务工分 405 != 人员合计 832,6,盐酸氧氟沙星胶囊,20250613,405,832,-427
WARN,batch_work_points_mismatch,6月 泮托拉唑钠肠溶片 批号20250621 财务工分 445 != 人员合计 855.2,6,泮托拉唑钠肠溶片,20250621,445,855.2,-410.2
WARN,batch_work_points_mismatch,7月 克拉霉素胶囊 批号20250630 财务工分 406.2 != 人员合计 637.7,7,克拉霉素胶囊,20250630,406.2,637.7,-231.5
WARN,batch_work_points_mismatch,7月 泮托拉唑钠肠溶片 批号20250701 财务工分 1869 != 人员合计 2426.0,7,泮托拉唑钠肠溶片,20250701,1869,2426.0,-557.0
WARN,batch_work_points_mismatch,7月 盐酸特拉唑嗪胶囊 批号20250730 财务工分 283.5 != 人员合计 792.6,7,盐酸特拉唑嗪胶囊,20250730,283.5,792.6,-509.1
WARN,batch_work_points_mismatch,8月 泮托拉唑钠肠溶片 批号20250808 财务工分 459.5 != 人员合计 928.5,8,泮托拉唑钠肠溶片,20250808,459.5,928.5,-469.0
WARN,batch_work_points_mismatch,8月 氢氯噻嗪片 批号20250829 财务工分 438.5 != 人员合计 895.7,8,氢氯噻嗪片,20250829,438.5,895.7,-457.2
WARN,batch_work_points_mismatch,10月 盐酸氧氟沙星胶囊 批号20251014 财务工分 517 != 人员合计 849.5,10,盐酸氧氟沙星胶囊,20251014,517,849.5,-332.5
WARN,batch_work_points_mismatch,11月 泮托拉唑钠肠溶片 批号20251102 财务工分 459.5 != 人员合计 1007.5,11,泮托拉唑钠肠溶片,20251102,459.5,1007.5,-548.0
WARN,batch_work_points_mismatch,11月 泮托拉唑钠肠溶片 批号20251103 财务工分 440 != 人员合计 860.5,11,泮托拉唑钠肠溶片,20251103,440,860.5,-420.5
WARN,batch_work_points_mismatch,11月 克拉霉素胶囊 批号20251109 财务工分 393.5 != 人员合计 498.0,11,克拉霉素胶囊,20251109,393.5,498.0,-104.5
WARN,batch_work_points_mismatch,12月 甘草酸二铵胶囊 批号20251205 财务工分 366.5 != 人员合计 742.0,12,甘草酸二铵胶囊,20251205,366.5,742.0,-375.5
WARN,batch_work_points_mismatch,12月 盐酸特拉唑嗪胶囊 批号20251219 财务工分 331.7 != 人员合计 976.9000000000001,12,盐酸特拉唑嗪胶囊,20251219,331.7,976.9000000000001,-645.2
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250111-12( 投料量50万粒）              7片/板*200盒/件' 被挂到 2 个财务批次: 1月批号20250111, 1月批号20250112",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '硝酸异山梨酯片 | 批号：20250105-07( 投料量1500万片）    100片/板*480瓶/件' 被挂到 3 个财务批次: 1月批号20250105, 1月批号20250106, 1月批号20250107",,硝酸异山梨酯片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250212/20250224-26( 投料量50万粒）              7片/板*200盒/件' 被挂到 3 个财务批次: 2月批号20250224, 2月批号20250225, 2月批号20250226",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250306-07 （投料量100万片）                 14片/板*200盒/件' 被挂到 2 个财务批次: 3月批号20250306, 3月批号20250307",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250310-0311( 投料量100万粒）             7片/板*200盒/件' 被挂到 2 个财务批次: 3月批号20250310, 3月批号20250311",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20250311-0312( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 3月批号20250311, 3月批号20250312",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20250411-0412( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 4月批号20250411, 4月批号20250412",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '别嘌醇片 | 批号：20250409/427-430( 投料量100万片）                  14片/板*2*200盒/件' 被挂到 5 个财务批次: 4月批号20250409, 4月批号20250427, 4月批号20250428, 4月批号20250429, 4月批号20250430",,别嘌醇片,,,,
WARN,multi_batch_detail,"工分明细 '别嘌醇片 | 批号：20250502-0507( 投料量100万片）                  14片/板*2*200盒/件' 被挂到 6 个财务批次: 5月批号20250502, 5月批号20250503, 5月批号20250504, 5月批号20250505, 5月批号20250506, 5月批号20250507",,别嘌醇片,,,,
WARN,multi_batch_detail,"工分明细 '盐酸左氧氟沙星胶囊 | 批号：20250504-05( 投料量120万片）                              12粒/板*2*400盒/件' 被挂到 2 个财务批次: 5月批号20250504, 5月批号20250505",,盐酸左氧氟沙星胶囊,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250525-0526( 投料量100万粒）             7片/板*200盒/件' 被挂到 2 个财务批次: 5月批号20250525, 5月批号20250526",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '阿替洛尔片 | 批号：20250515-0519( 投料量150万粒）             60片/瓶*480瓶/件' 被挂到 5 个财务批次: 5月批号20250515, 5月批号20250516, 5月批号20250517, 5月批号20250518, 5月批号20250519",,阿替洛尔片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250607-0608( 投料量100万粒）             7片/板*200盒/件' 被挂到 2 个财务批次: 6月批号20250607, 6月批号20250608",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '硝酸异山梨酯片 | 批号：20250617-18( 投料量1000万   片）    100片/板*480瓶/件' 被挂到 2 个财务批次: 6月批号20250617, 6月批号20250618",,硝酸异山梨酯片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250701-0703( 投料量100万粒）             7片/板*200盒/件' 被挂到 3 个财务批次: 7月批号20250701, 7月批号20250702, 7月批号20250703",,泮托拉唑钠肠溶片,,,,
